0.14742245, 0.52835528
0.12940108, 0.93825467
0.89492528, 0.73605700
0.18147635, 0.97835486
0.25247005, 0.92840433
0.52193757, 0.76559849
0.10487520, 0.92863220
0.03139251, 0.87642173
0.33537277, 0.94027881
0.15239673, 0.95759492
0.20178626, 0.97467472
0.27424481, 0.93264229
0.59850165, 0.84965615
0.36714564, 0.80159026
0.58900025, 0.89107144
0.38077720, 0.73482219
0.12651356, 0.62548867
0.31288748, 0.87732364
0.24939135, 0.86370634
0.72390903, 0.60185811
0.36311795, 0.88756531
0.22186656, 0.59193619
0.35786475, 0.89948065
0.10571100, 0.61504895
0.51095099, 0.91712897
0.17514961, 0.95589086
0.44658524, 0.90524066
0.44133789, 0.52491088
0.27899104, 0.86853194
0.28886360, 0.81469466
0.32584805, 0.93691197
0.39239144, 0.66229830
0.40066843, 0.53266842
0.14705199, 0.95697802
0.63573932, 0.72853332
0.48250346, 0.83963897
0.20446249, 0.88044218
0.82765222, 0.69864509
0.08830378, 0.96817376
1.24606844, 0.82151454
0.28883293, 0.67280729
0.43147919, 0.62590756
0.03353874, 0.72957195
0.15730879, 0.96626677
0.58750096, 0.88404607
0.34827376, 0.78728567
0.10289066, 0.96625824
0.29322861, 0.95908759
1.01458691, 0.86695787
0.33137100, 0.94447402
0.10736638, 0.89302258
0.82557602, 0.76509604
0.39091618, 0.86532143
0.49540112, 0.79711121
0.38332837, 0.95232562
0.76916409, 0.57341793
0.06183533, 0.87622371
0.16895179, 0.93888095
0.35616967, 0.95091573
0.60742851, 0.79856519
0.25721998, 0.96395940
0.32568551, 0.96496288
0.18099954, 0.83492139
0.00198725, 0.99935313
0.77636940, 0.68438918
0.41912189, 0.94163990
0.35070586, 0.92418937
0.11737279, 0.98006400
0.18059196, 0.94803329
0.83907312, 0.72674069
0.11516104, 0.96767542
0.24931880, 0.82609754
0.21350991, 0.63473185
0.18652298, 0.98206413
0.75498712, 0.81829858
0.28062025, 0.34248257
0.05062585, 0.99261221
0.11452315, 0.43046200
0.13752648, 0.91796768
0.66151512, 0.80091425
0.65830927, 0.67060926
0.99813091, 0.69529733
0.19295439, 0.84820782
0.82170991, 0.71699781
0.12175479, 0.55878049
0.30736024, 0.93308178
0.09184225, 0.86134990
0.06292145, 0.84802329
0.09524481, 0.93608648
0.37778281, 0.73277009
0.95929587, 0.91244631
0.64591845, 0.85532179
0.12517247, 0.97234946
0.43065171, 0.80581139
0.01749216, 0.85304451
0.46654977, 0.82480848
0.17081522, 0.88038057
0.24958570, 0.62377676
0.32821218, 0.95903142
0.14803950, 0.99079292
0.55894516, 0.90167823
0.79819169, 0.84337544
0.54512848, 0.82735855
0.21394067, 0.95679337
0.23863865, 0.95154735
0.04634307, 0.80942647
0.49476656, 0.93197450
0.17020578, 0.88123529
0.30969188, 0.97032358
0.61786477, 0.69462802
0.59166793, 0.91665331
0.03086143, 0.87185647
0.47196695, 0.95742106
0.22623301, 0.92030164
0.52222875, 0.88515881
0.24572825, 0.93604190
0.32838136, 0.97756946
0.70546241, 0.82428397
0.68997932, 0.73465957
0.17061289, 0.67547664
0.04779233, 0.83952345
0.96745705, 0.82523058
0.10588366, 0.83341613
0.44750599, 0.95138287
0.06268831, 0.89374883
0.37021579, 0.72701344
0.62298384, 0.70101491
0.86009484, 0.49007198
0.98612327, 0.75102913
0.70323665, 0.67986817
0.05068067, 0.91176065
0.16039617, 0.96625561
0.29459619, 0.64710021
0.83633913, 0.79564040
0.33304282, 0.89688765
0.28621398, 0.92969663
0.80741970, 0.57123427
0.16403839, 0.79878510
0.35098875, 0.90702657
0.16349572, 0.51286962
0.16035127, 0.77968167
0.23267423, 0.94776031
0.62564788, 0.72105261
0.20877044, 0.64304875
0.09006819, 0.96167879
0.03996358, 0.83358784
0.52328026, 0.85185310
0.12517300, 0.97970665
0.41211527, 0.92942367
0.23672599, 0.94955767
0.03058835, 0.55367819
0.13705966, 0.62197150
